Query,LOINC Code,Name,Component,System,Property,Measurement,Normalized_Score
glucose in blood,32712-2,giant platelet leukocyte ratio blood manual count,platelet giant leukocyte,blood,ratio,ratio,0.25667605
glucose in blood,51830-8,deprecated prolymphocytes 100 leukocyte blood automated count,prolymphocytes 100 leukocyte,blood,nfr,,0.25687373
glucose in blood,30367-7,deprecated myeloblast 100 leukocyte blood automated count,myeloblast 100 leukocyte,blood,nfr,,0.25043482
glucose in blood,750-0,deprecated myelocyte 100 leukocyte blood automated count,myelocyte 100 leukocyte,blood,nfr,,0.26646084
glucose in blood,71667-0,myelocyte leukocyte pure number fraction blood manual count,myelocyte leukocyte,blood,nfr df,pure number fraction,0.2652908
glucose in blood,782-3,deprecated promyelocytes 100 leukocyte blood automated count,promyelocytes 100 leukocyte,blood,nfr,,0.2651827
glucose in blood,13598-8,deprecated promyelocytes 100 leukocyte blood manual count,promyelocytes 100 leukocyte,blood,nfr,,0.26280737
glucose in blood,99776-7,leukocyte volume bronchoalveolar lavage automated count,leukocyte,bal,number concentration,volume,0.08599036
glucose in blood,99051-5,leukocyte volume bronchoalveolar lavage manual count,leukocyte,bal,number concentration,volume,0.08849722
glucose in blood,57847-6,leukocyte volume dialysis fluid manual count,leukocyte,dial fluid,number concentration,volume,0.08788955
glucose in blood,14373-5,leukocyte volume gastric fluid manual count,leukocyte,gast fluid,number concentration,volume,0.092853054
glucose in blood,14811-4,leukocyte volume pericardial fluid manual count,leukocyte,pericard fluid,number concentration,volume,0.08534705
glucose in blood,810-2,leukocyte volume peritoneal fluid manual count,leukocyte,periton fluid,number concentration,volume,0.09368741
glucose in blood,13349-6,leukocyte volume stool manual count,leukocyte,stool,number concentration,volume,0.085150346
glucose in blood,30430-3,mesothelial cell leukocyte pericardial fluid,mesothelial cell leukocyte,pericard fluid,nfr,,0.072205774
glucose in blood,30432-9,mesothelial cell leukocyte peritoneal fluid,mesothelial cell leukocyte,periton fluid,nfr,,0.07733698
glucose in blood,50404-3,cell leukocyte identifier synovial fluid,cell leukocyte,synv fluid,prid,identifier,0.06750998
glucose in blood,76350-8,cell leukocyte body fluid,cell leukocyte,body fluid,nfr,,0.09099579
glucose in blood,42204-8,hairy cell leukocyte bone marrow,hairy cell leukocyte,bone mar,nfr,,0.061406214
glucose in blood,30469-1,unspecified cell leukocyte body fluid,unspecified cell leukocyte,body fluid,nfr,,0.083581716
glucose in blood,95218-4,leukocyte volume stem cell product,leukocyte,stem cell product,number concentration,volume,0.0909214
glucose in blood,53518-7,leukocyte volume dialysis fluid,leukocyte,dial fluid,number concentration,volume,0.091298245
glucose in blood,30402-2,leukocyte volume gastric fluid,leukocyte,gast fluid,number concentration,volume,0.09351612
glucose in blood,30403-0,leukocyte volume pericardial fluid,leukocyte,pericard fluid,number concentration,volume,0.08318609
glucose in blood,26468-9,leukocyte volume peritoneal fluid,leukocyte,periton fluid,number concentration,volume,0.094780155
glucose in blood,30404-8,leukocyte volume stool,leukocyte,stool,number concentration,volume,0.081301816
glucose in blood,33768-3,leukocyte clump volume urine automated count,leukocyte clump,urine,number concentration,volume,0.08206441
glucose in blood,811-0,leukocyte volume semen automated count,leukocyte,semen,number concentration,volume,0.086215734
glucose in blood,812-8,leukocyte volume semen manual count,leukocyte,semen,number concentration,volume,0.086441934
glucose in blood,14625-8,basophil leukocyte bronchial specimen manual count,basophil leukocyte,bronchial,nfr,,0.06693947
glucose in blood,14709-0,eosinophil leukocyte bronchial specimen manual count,eosinophil leukocyte,bronchial,nfr,,0.05442541
glucose in blood,14773-6,granulocyte leukocyte bronchial specimen manual count,granulocyte leukocyte,bronchial,nfr,,0.06762242
glucose in blood,14378-4,granulocyte leukocyte urine manual count,granulocyte leukocyte,urine,nfr,,0.086639814
glucose in blood,21094-8,basophil leukocyte sputum manual count,basophil leukocyte,sputum,nfr,,0.07120621
glucose in blood,14823-9,macrophage leukocyte bronchial specimen manual count,macrophage leukocyte,bronchial,nfr,,0.060138453
glucose in blood,40544-9,monocyte leukocyte bronchial specimen manual count,monocyte leukocyte,bronchial,nfr,,0.06242243
glucose in blood,17287-4,monocyte leukocyte urine manual count,monocyte leukocyte,urine,nfr,,0.08905108
glucose in blood,10579-1,leukocyte volume semen,leukocyte,semen,number concentration,volume,0.087396465
glucose in blood,20408-1,leukocyte volume urine test strip,leukocyte,urine,number concentration,volume,0.09197498
glucose in blood,66145-4,leukocyte volume blood fetus manual count,leukocyte,blood fetus,number concentration,volume,0.18757042
glucose in blood,34999-3,deprecated polymorphonuclear cell 100 leukocyte blood,polymorphonuclear cell 100 leukocyte,blood,nfr,,0.25360158
glucose in blood,28544-5,mesothelial cell leukocyte body fluid,mesothelial cell leukocyte,body fluid,nfr,,0.0903366
glucose in blood,30429-5,mesothelial cell leukocyte cerebral spinal fluid,mesothelial cell leukocyte,cerebrospinal fluid,nfr,,0.0724835
glucose in blood,33365-8,mesothelial cell leukocyte synovial fluid,mesothelial cell leukocyte,synv fluid,nfr,,0.065945566
glucose in blood,9840-0,cd11 cd20 cell volume leukocyte,cell cd11 cd20,wbc,number concentration,volume,0.07526132
glucose in blood,26466-3,leukocyte volume body fluid,leukocyte,body fluid,number concentration,volume,0.10057518
glucose in blood,26465-5,leukocyte volume cerebral spinal fluid,leukocyte,cerebrospinal fluid,number concentration,volume,0.088280894
glucose in blood,49928-5,leukocyte volume peritoneal dialysis fluid,leukocyte,dial fluid prt,number concentration,volume,0.08910434
glucose in blood,67830-0,leukocyte volume pericardial fluid,leukocyte,pericard fluid,number concentration,volume,0.086713724
glucose in blood,35054-6,leukocyte volume peritoneal fluid,leukocyte,periton fluid,number concentration,volume,0.0953115
glucose in blood,35052-0,leukocyte volume pleural fluid,leukocyte,plr fluid,number concentration,volume,0.09129265
glucose in blood,50342-5,ependymal choroid plexus cell leukocyte ratio cerebral spinal fluid,ependymal choroid plexus cell leukocyte,cerebrospinal fluid,ratio,ratio,0.06670664
glucose in blood,35477-9,ciliated columnar lining cell leukocyte ratio body fluid,ciliated columnar lining cell leukocyte,body fluid,nrto,ratio,0.10064708
glucose in blood,40541-5,plasma cell leukocyte cerebral spinal fluid microscopy,plasma cell leukocyte,cerebrospinal fluid,nfr,,0.08488367
glucose in blood,32014-3,eosinophil leukocyte urine manual count,eosinophil leukocyte,urine,nfr,,0.06492093
glucose in blood,95214-3,blast leukocyte stem cell product manual count,blast leukocyte,stem cell product,nfr,,0.06222268
glucose in blood,53516-1,basophil leukocyte dialysis fluid manual count,basophil leukocyte,dial fluid,nfr,,0.07605824
glucose in blood,31995-4,basophil leukocyte pleural fluid manual count,basophil leukocyte,plr fluid,nfr,,0.07150348
glucose in blood,71595-3,basophil leukocyte pure number fraction bronchial specimen manual count,basophil leukocyte,bronchial,nfr df,pure number fraction,0.06600462
glucose in blood,9727-9,eosinophil leukocyte nose manual count,eosinophil leukocyte,nose,nfr,,0.055112924
glucose in blood,10327-5,eosinophil leukocyte sputum manual count,eosinophil leukocyte,sputum,nfr,,0.056677476
glucose in blood,14379-2,granulocyte leukocyte gastric fluid manual count,granulocyte leukocyte,gast fluid,nfr,,0.086018816
glucose in blood,14374-3,granulocyte leukocyte pleural fluid manual count,granulocyte leukocyte,plr fluid,nfr,,0.076418504
glucose in blood,14819-7,lymphocyte leukocyte bronchial specimen manual count,lymphocyte leukocyte,bronchial,nfr,,0.06306215
glucose in blood,95842-1,lymphocyte leukocyte sputum manual count,lymphocyte leukocyte,sputum,nfr,,0.07028476
glucose in blood,51621-1,macrophage leukocyte dialysis fluid manual count,macrophage leukocyte,dial fluid,nfr,,0.068419755
glucose in blood,40520-9,macrophage leukocyte pleural fluid manual count,macrophage leukocyte,plr fluid,nfr,,0.06839959
glucose in blood,71594-6,macrophage leukocyte pure number fraction bronchial specimen manual count,macrophage leukocyte,bronchial,nfr df,pure number fraction,0.06213814
glucose in blood,40521-7,monocyte leukocyte pleural fluid manual count,monocyte leukocyte,plr fluid,nfr,,0.07115551
glucose in blood,105921-1,leukocyte volume urethra wet preparation,leukocyte,urethra,number concentration,volume,0.07204194
glucose in blood,40543-1,leukocyte leukocyte bronchial specimen manual count,leukocyte leukocyte,bronchial,nfr,,0.06365261
glucose in blood,32804-7,neutrophil leukocyte bronchial specimen manual count,neutrophil leukocyte,bronchial,nfr,,0.057506785
glucose in blood,95843-9,neutrophil leukocyte sputum manual count,neutrophil leukocyte,sputum,nfr,,0.06908683
glucose in blood,11275-5,large granular lymphocyte leukocyte blood manual count,lymphocyte large granular leukocyte,blood,nfr,,0.259707
glucose in blood,42250-1,variant lymphocyte leukocyte blood automated count,lymphocyte variant leukocyte,blood,nfr,,0.24539645
glucose in blood,735-1,variant lymphocyte leukocyte blood manual count,lymphocyte variant leukocyte,blood,nfr,,0.2513462
glucose in blood,71665-4,variant lymphocyte leukocyte pure number fraction blood manual count,lymphocyte variant leukocyte,blood,nfr df,pure number fraction,0.24921858
glucose in blood,35332-6,band form neutrophil leukocyte blood automated count,neutrophil band form leukocyte,blood,nfr,,0.25739828
glucose in blood,764-1,band form neutrophil leukocyte blood manual count,neutrophil band form leukocyte,blood,nfr,,0.2589473
glucose in blood,71670-4,band form neutrophil leukocyte pure number fraction blood manual count,neutrophil band form leukocyte,blood,nfr df,pure number fraction,0.2564724
glucose in blood,32200-8,segmented neutrophil leukocyte blood automated count,neutrophil segmented leukocyte,blood,nfr,,0.24716924
glucose in blood,100849-9,leukocyte volume amniotic fluid manual count,leukocyte,amnio fluid,number concentration,volume,0.08582349
glucose in blood,6743-9,leukocyte volume body fluid manual count,leukocyte,body fluid,number concentration,volume,0.100107856
glucose in blood,82587-7,leukocyte volume bone marrow automated count,leukocyte,bone mar,number concentration,volume,0.08228978
glucose in blood,806-0,leukocyte volume cerebral spinal fluid manual count,leukocyte,cerebrospinal fluid,number concentration,volume,0.08987411
glucose in blood,68368-0,leukocyte volume dialysis fluid automated count,leukocyte,dial fluid,number concentration,volume,0.08793859
glucose in blood,99775-9,leukocyte volume peritoneal dialysis fluid automated count,leukocyte,dial fluid prt,number concentration,volume,0.08752929
glucose in blood,40533-2,leukocyte volume peritoneal dialysis fluid manual count,leukocyte,dial fluid prt,number concentration,volume,0.08493844
glucose in blood,57846-8,leukocyte volume pericardial fluid automated count,leukocyte,pericard fluid,number concentration,volume,0.08239214
glucose in blood,809-4,leukocyte volume peritoneal fluid automated count,leukocyte,periton fluid,number concentration,volume,0.09116833
glucose in blood,807-8,leukocyte volume pleural fluid automated count,leukocyte,plr fluid,number concentration,volume,0.08556876
glucose in blood,808-6,leukocyte volume pleural fluid manual count,leukocyte,plr fluid,number concentration,volume,0.09059243
glucose in blood,72348-6,leukocyte volume prostatic fluid manual count,leukocyte,prostatic fluid,number concentration,volume,0.09378065
glucose in blood,98020-1,leukocyte volume lower respiratory specimen manual count,leukocyte,respiratory system specimen lower,number concentration,volume,0.07827162
glucose in blood,68434-0,leukocyte volume vitreous fluid automated count,leukocyte,vitr fluid,number concentration,volume,0.089878604
glucose in blood,68428-2,leukocyte volume pericardial fluid manual count,leukocyte,pericard fluid,number concentration,volume,0.08503983
glucose in blood,68429-0,leukocyte volume peritoneal fluid manual count,leukocyte,periton fluid,number concentration,volume,0.09259405
glucose in blood,68430-8,leukocyte volume pleural fluid manual count,leukocyte,plr fluid,number concentration,volume,0.086267054
glucose in blood,68433-2,leukocyte volume vitreous fluid manual count,leukocyte,vitr fluid,number concentration,volume,0.09096188
glucose in blood,9771-7,cd5 cd20 cell volume leukocyte,cell cd5 cd20,wbc,number concentration,volume,0.06860355
glucose in blood,99060-6,cerebroventricular lining cell leukocyte cerebral spinal fluid,cerebroventricular lining cell leukocyte,cerebrospinal fluid,nfr,,0.06550995
glucose in blood,20584-9,leukocyte volume specimen automated count,leukocyte,xxx,number concentration,volume,0.08094328
glucose in blood,13522-8,blast leukocyte body fluid manual count,blast leukocyte,body fluid,nfr,,0.075539805
glucose in blood,13521-0,blast leukocyte cerebral spinal fluid manual count,blast leukocyte,cerebrospinal fluid,nfr,,0.0646249
glucose in blood,95213-5,basophil leukocyte stem cell product manual count,basophil leukocyte,stem cell product,nfr,,0.072040215
glucose in blood,38184-8,basophil leukocyte amniotic fluid manual count,basophil leukocyte,amnio fluid,nfr,,0.077807136
glucose in blood,13519-4,basophil leukocyte cerebral spinal fluid manual count,basophil leukocyte,cerebrospinal fluid,nfr,,0.07221296
glucose in blood,31996-2,basophil leukocyte peritoneal fluid manual count,basophil leukocyte,periton fluid,nfr,,0.07535291
glucose in blood,68396-1,basophil leukocyte vitreous fluid manual count,basophil leukocyte,vitr fluid,nfr,,0.07514459
glucose in blood,23823-8,basophil leukocyte specimen manual count,basophil leukocyte,xxx,nfr,,0.066838905
glucose in blood,71602-7,basophil leukocyte pure number fraction pericardial fluid manual count,basophil leukocyte,pericard fluid,nfr df,pure number fraction,0.074482016
glucose in blood,71631-6,basophil leukocyte pure number fraction peritoneal fluid manual count,basophil leukocyte,periton fluid,nfr df,pure number fraction,0.07854797
glucose in blood,71612-6,basophil leukocyte pure number fraction pleural fluid manual count,basophil leukocyte,plr fluid,nfr df,pure number fraction,0.07739466
