Query,LOINC Code,Name,Component,System,Property,Measurement,Status,Units,Normalized_Score
bilirubin in plasma,1379-7,calcitonin mass volume serum plasma pre 2 4 mg kg calcium short iv,calcitonin pre 2 4 mg kg calcium short iv,serum plasma,mass concentration,mass volume,active,pg ml,0.15613568
bilirubin in plasma,57472-3,calcitriol mass volume serum plasma 3 hour post dose calcium,calcitriol 3h post dose calcium,serum plasma,mass concentration,mass volume,active,pg ml,0.15685207
bilirubin in plasma,57471-5,calcitriol mole volume serum plasma 3 hour post dose calcium,calcitriol 3h post dose calcium,serum plasma,substance concentration,mole volume,active,pmol l,0.16437091
bilirubin in plasma,94704-4,voltage gated calcium channel n type binding ab mole volume serum immunoassay,voltage gated calcium channel n type binding ab,serum,substance concentration,mole volume,active,nmol l,0.07009252
bilirubin in plasma,82736-0,calcium calmodulin dependent protein kinase ii activity actual normal serum,calcium calmodulin dependent protein kinase ii activity actual normal,serum,relccnc,,active,,0.05834026
bilirubin in plasma,101976-9,voltage gated calcium channel p q type binding ab mass volume serum immunoassay,voltage gated calcium channel pq type binding ab,serum,mass concentration,mass volume,active,g dl,0.06710313
bilirubin in plasma,94705-1,voltage gated calcium channel p q type binding ab mole volume serum immunoassay,voltage gated calcium channel pq type binding ab,serum,substance concentration,mole volume,active,nmol l,0.06731609
bilirubin in plasma,57567-0,25 hydroxyvitamin d3 mole volume serum plasma 2 hour post dose calcium,calcidiol 2h post dose calcium,serum plasma,substance concentration,mole volume,active,nmol l,0.15908395
bilirubin in plasma,57568-8,25 hydroxyvitamin d3 mole volume serum plasma 3 hour post dose calcium,calcidiol 3h post dose calcium,serum plasma,substance concentration,mole volume,active,nmol l,0.15824802
bilirubin in plasma,1373-0,calcitonin mass volume serum plasma 10 minute post 2 4 mg kg calcium short iv,calcitonin 10m post 2 4 mg kg calcium short iv,serum plasma,mass concentration,mass volume,active,pg ml,0.15636067
bilirubin in plasma,1374-8,calcitonin mass volume serum plasma 3 hour post 15 mg kg calcium gluconate iv,calcitonin 3h post 15 mg kg calcium gluconate iv,serum plasma,mass concentration,mass volume,active,pg ml,0.1560619
bilirubin in plasma,1375-5,calcitonin mass volume serum plasma 4 hour post 15 mg kg calcium gluconate iv,calcitonin 4h post 15 mg kg calcium gluconate iv,serum plasma,mass concentration,mass volume,active,pg ml,0.15581712
bilirubin in plasma,1377-1,calcitonin mass volume serum plasma 5 minute post 2 4 mg kg calcium short iv,calcitonin 5m post 2 4 mg kg calcium short iv,serum plasma,mass concentration,mass volume,active,pg ml,0.15545927
bilirubin in plasma,50184-1,calcitonin mass volume serum plasma pre 2 mg kg calcium 0 5 ug kg pentagastrin iv,calcitonin pre 2 mg kg calcium 0 5 ug kg pentagastrin iv,serum plasma,mass concentration,mass volume,active,pg ml,0.15240765
bilirubin in plasma,57474-9,calcitriol mass volume serum plasma 1 hour post dose calcium,calcitriol 1h post dose calcium,serum plasma,mass concentration,mass volume,active,pg ml,0.15440138
bilirubin in plasma,57473-1,calcitriol mole volume serum plasma 1 hour post dose calcium,calcitriol 1h post dose calcium,serum plasma,substance concentration,mole volume,active,pmol l,0.1646359
bilirubin in plasma,57470-7,calcitriol mass volume serum plasma 2 hour post dose calcium,calcitriol 2h post dose calcium,serum plasma,mass concentration,mass volume,active,pg ml,0.15631773
bilirubin in plasma,57469-9,calcitriol mole volume serum plasma 2 hour post dose calcium,calcitriol 2h post dose calcium,serum plasma,substance concentration,mole volume,active,pmol l,0.16351385
bilirubin in plasma,57569-6,25 hydroxyvitamin d3 mole volume serum plasma 1 hour post dose calcium,calcidiol 1h post dose calcium,serum plasma,substance concentration,mole volume,active,nmol l,0.15805013
bilirubin in plasma,50180-9,calcitonin mass volume serum plasma 10 minute post 2 mg kg calcium 0 5 ug kg pentagastrin iv,calcitonin 10m post 2 mg kg calcium 0 5 ug kg pentagastrin iv,serum plasma,mass concentration,mass volume,active,pg ml,0.15179728
bilirubin in plasma,50183-3,calcitonin mass volume serum plasma 1 minute post 2 mg kg calcium 0 5 ug kg pentagastrin iv,calcitonin 1m post 2 mg kg calcium 0 5 ug kg pentagastrin iv,serum plasma,mass concentration,mass volume,active,pg ml,0.1521164
bilirubin in plasma,50182-5,calcitonin mass volume serum plasma 2 minute post 2 mg kg calcium 0 5 ug kg pentagastrin iv,calcitonin 2m post 2 mg kg calcium 0 5 ug kg pentagastrin iv,serum plasma,mass concentration,mass volume,active,pg ml,0.15216379
bilirubin in plasma,50181-7,calcitonin mass volume serum plasma 5 minute post 2 mg kg calcium 0 5 ug kg pentagastrin iv,calcitonin 5m post 2 mg kg calcium 0 5 ug kg pentagastrin iv,serum plasma,mass concentration,mass volume,active,pg ml,0.15157601
bilirubin in plasma,94348-0,voltage gated calcium channel n type binding igg igm ab mole volume serum immunoassay,voltage gated calcium channel n type binding ab igg igm,serum,substance concentration,mole volume,active,nmol l,0.063755065
bilirubin in plasma,94349-8,voltage gated calcium channel p q type binding igg igm ab mole volume serum immunoassay,voltage gated calcium channel pq type binding ab igg igm,serum,substance concentration,mole volume,active,nmol l,0.060465913
white blood cells count,33898-8,bilirubin conjugated indirect mass volume serum plasma,bilirubin glucuronidated bilirubin non glucuronidated,serum plasma,mass concentration,mass volume,active,mg dl,0.068608634
white blood cells count,33899-6,bilirubin conjugated indirect mole volume serum plasma,bilirubin glucuronidated bilirubin non glucuronidated,serum plasma,substance concentration,mole volume,active,umol l,0.060494635
white blood cells count,50189-0,neonatal bilirubin panel mass volume serum plasma,neonatal bilirubin panel,serum plasma,mass concentration,mass volume,active,,0.05494586
white blood cells count,15153-0,deprecated indirect bilirubin mass volume serum plasma,bilirubin non glucuronidated,serum plasma,mass concentration,mass volume,deprecated,mg dl,0.07792859
white blood cells count,1971-1,bilirubin indirect mass volume serum plasma,bilirubin non glucuronidated,serum plasma,mass concentration,mass volume,active,mg dl,0.074123055
white blood cells count,35192-4,bilirubin indirect mass mole volume serum plasma,bilirubin non glucuronidated,serum plasma,mass substance concentration,mass mole volume,discouraged,,0.05990053
white blood cells count,14630-8,bilirubin indirect mole volume serum plasma,bilirubin non glucuronidated,serum plasma,substance concentration,mole volume,active,umol l,0.06463302
white blood cells count,35672-5,bilirubin direct bilirubin total serum plasma,bilirubin glucuronidated bilirubin albumin bound bilirubin total,serum plasma,mfr,,active,,0.044424046
white blood cells count,43820-0,bilirubin direct presence serum plasma,bilirubin glucuronidated bilirubin albumin bound,serum plasma,prthr,presence,active,,0.04166613
white blood cells count,34442-4,bilirubin conjugated bilirubin total serum plasma,bilirubin glucuronidated bilirubin total,serum plasma,mfr,,active,ratio,0.06671995
white blood cells count,1968-7,bilirubin direct mass volume serum plasma,bilirubin glucuronidated bilirubin albumin bound,serum plasma,mass concentration,mass volume,active,mg dl,0.08162183
white blood cells count,35191-6,bilirubin direct mass mole volume serum plasma,bilirubin glucuronidated bilirubin albumin bound,serum plasma,mass substance concentration,mass mole volume,discouraged,,0.055930685
white blood cells count,14629-0,bilirubin direct mole volume serum plasma,bilirubin glucuronidated bilirubin albumin bound,serum plasma,substance concentration,mole volume,active,umol l,0.06791548
white blood cells count,18264-2,deprecated direct bilirubin mass volume serum plasma,bilirubin glucuronidated bilirubin albumin bound,serum plasma,mass concentration,mass volume,deprecated,mg dl,0.085160196
white blood cells count,34543-9,bilirubin direct total panel mass volume serum plasma,bilirubin direct total panel,serum plasma,mass concentration,mass volume,active,,0.058927253
white blood cells count,15152-2,bilirubin conjugated mass volume serum plasma,bilirubin glucuronidated,serum plasma,mass concentration,mass volume,active,mg dl,0.07812683
white blood cells count,29760-6,bilirubin conjugated mole volume serum plasma,bilirubin glucuronidated,serum plasma,substance concentration,mole volume,active,umol l,0.06300699
white blood cells count,1975-2,bilirubin total mass volume serum plasma,bilirubin,serum plasma,mass concentration,mass volume,active,mg dl,0.072634235
white blood cells count,14631-6,bilirubin total mole volume serum plasma,bilirubin,serum plasma,substance concentration,mole volume,active,umol l,0.062417537
white blood cells count,35194-0,bilirubin total mass mole volume serum plasma,bilirubin,serum plasma,mass substance concentration,mass mole volume,discouraged,,0.049764577
white blood cells count,77137-8,bilirubin total mole volume serum plasma blood,bilirubin,serum plasma blood,substance concentration,mole volume,active,umol l,0.14797226
white blood cells count,1970-3,bilirubin delta mass volume serum plasma,bilirubin albumin bound,serum plasma,mass concentration,mass volume,active,mg dl,0.07671159
white blood cells count,22665-4,bilirubin delta mole volume serum plasma,bilirubin albumin bound,serum plasma,substance concentration,mole volume,active,umol l,0.05736649
white blood cells count,1969-5,bilirubin total renal clearance 24 hour urine serum plasma,bilirubin renal clearance,urine serum plasma,vrat,,active,ml min,0.06354675
white blood cells count,58434-2,cell panel urine sediment,cell panel,urine sed,,,discouraged,,0.030113734
white blood cells count,105113-5,epithelial cell area urine sediment,epithelial cell,urine sed,naric,area,active,lpf,0.013692905
white blood cells count,105114-3,epithelial cell presence urine sediment,epithelial cell,urine sed,prthr,presence,active,,0.011419625
white blood cells count,105095-4,transitional cell area urine sediment,transitional cell,urine sed,naric,area,active,hpf,0.029364398
white blood cells count,58438-3,cell type urine sediment light microscopy,cell,urine sed,type,type,active,,0.046929363
white blood cells count,105116-8,epithelial cell renal area urine sediment,epithelial cell renal,urine sed,naric,area,active,hpf,0.015382923
white blood cells count,105115-0,epithelial cell non squamous area urine sediment,epithelial cell non squamous,urine sed,naric,area,active,hpf,0.016993811
white blood cells count,105088-9,epithelial cell non squamous presence urine sediment,epithelial cell non squamous,urine sed,prthr,presence,active,,0.008344561
white blood cells count,90044-9,epithelial cell renal presence urine sediment,epithelial cell renal,urine sed,prthr,presence,active,,0.019345237
white blood cells count,14384-2,mononuclear cell leukocyte urine sediment manual count,mononuclear cell leukocyte,urine sed,nfr,,active,,0.082371235
white blood cells count,20453-7,epithelial cell presence urine sediment light microscopy,epithelial cell,urine sed,prthr,presence,active,,0.034511186
white blood cells count,8249-5,transitional cell presence urine sediment light microscopy,transitional cell,urine sed,prthr,presence,active,,0.03654335
white blood cells count,13653-1,epithelial cell renal volume urine sediment,epithelial cell renal,urine sed,number concentration,volume,active,ml,0.056388143
white blood cells count,12248-1,epithelial cell renal presence urine sediment light microscopy,epithelial cell renal,urine sed,prthr,presence,active,,0.02839471
white blood cells count,99876-5,deep transitional cell area urine sediment computer assisted method,transitional cell deep,urine sed,naric,area,active,p hpf,0.026661608
white blood cells count,99873-2,superficial transitional cell area urine sediment computer assisted method,transitional cell superficial,urine sed,naric,area,active,p hpf,0.025907978
white blood cells count,33342-7,epithelial cell area urine sediment automated count,epithelial cell,urine sed,naric,area,active,hpf,0.0576502
white blood cells count,5787-7,epithelial cell area urine sediment microscopy high power field,epithelial cell,urine sed,naric,area,active,hpf,0.035703268
white blood cells count,46133-5,epithelial cell area urine sediment microscopy low power field,epithelial cell,urine sed,naric,area,active,lpf,0.026649429
white blood cells count,53972-6,burr cell presence urine sediment light microscopy,burr cell,urine sed,prthr,presence,active,,0.034251764
white blood cells count,30089-7,transitional cell area urine sediment microscopy high power field,transitional cell,urine sed,naric,area,active,hpf,0.036185578
white blood cells count,46136-8,transitional cell area urine sediment microscopy low power field,transitional cell,urine sed,naric,area,active,lpf,0.036070332
white blood cells count,58456-5,bladder cell presence urine sediment light microscopy,bladder cell,urine sed,prthr,presence,active,,0.02877846
white blood cells count,107170-3,tubular cell volume urine sediment,tubular cell,urine sed,number concentration,volume,active,µl,0.05512151
white blood cells count,11276-3,tubular cell presence urine sediment light microscopy,tubular cell,urine sed,prthr,presence,active,,0.038016677
white blood cells count,53294-5,epithelial cell non squamous area urine sediment automated count,epithelial cell non squamous,urine sed,naric,area,active,,0.04693535
white blood cells count,41284-1,epithelial cell non squamous area urine sediment microscopy high power field,epithelial cell non squamous,urine sed,naric,area,active,hpf,0.031875912
white blood cells count,53132-7,epithelial cell non squamous area urine sediment microscopy low power field,epithelial cell non squamous,urine sed,naric,area,active,lpf,0.025470091
white blood cells count,53978-3,epithelial cell non squamous presence urine sediment light microscopy,epithelial cell non squamous,urine sed,prthr,presence,active,,0.027458042
white blood cells count,26052-1,epithelial cell renal area urine sediment microscopy high power field,epithelial cell renal,urine sed,naric,area,active,hpf,0.03662586
