Query,LOINC Code,Name,Component,System,Property,Measurement,Status,Units,Normalized_Score
calcium in serum,55381-8,glucose mole volume serum plasma 2 5 hour post 75 g glucose po,glucose 2 5h post 75 g glucose po,serum plasma,substance concentration,mole volume,active,mmol l,0.21118215
calcium in serum,1513-1,glucose mass volume serum plasma 20 minute post 0 5 g kg glucose iv,glucose 20m post 0 5 g kg glucose iv,serum plasma,mass concentration,mass volume,active,mg dl,0.21074031
calcium in serum,6751-2,glucose presence urine test strip 2 hour post 75 g glucose po,glucose 2h post 75 g glucose po,urine,prthr,presence,active,,0.0795512
calcium in serum,9376-5,glucose mass volume serum plasma 3 5 hour post 100 g glucose po,glucose 3 5h post 100 g glucose po,serum plasma,mass concentration,mass volume,active,mg dl,0.20849039
calcium in serum,6752-0,glucose mass volume serum plasma 3 5 hour post 75 g glucose po,glucose 3 5h post 75 g glucose po,serum plasma,mass concentration,mass volume,active,mg dl,0.2044522
calcium in serum,10967-8,glucose presence urine test strip 3 5 hour post 75 g glucose po,glucose 3 5h post 75 g glucose po,urine,prthr,presence,active,,0.08687002
calcium in serum,1522-2,glucose mass volume serum plasma 30 minute post 0 5 g kg glucose iv,glucose 30m post 0 5 g kg glucose iv,serum plasma,mass concentration,mass volume,active,mg dl,0.20844045
calcium in serum,1525-5,glucose mass volume serum plasma 30 minute post 100 g glucose po,glucose 30m post 100 g glucose po,serum plasma,mass concentration,mass volume,active,mg dl,0.20383064
calcium in serum,1527-1,glucose mass volume serum plasma 30 minute post 75 g glucose po,glucose 30m post 75 g glucose po,serum plasma,mass concentration,mass volume,active,mg dl,0.2022105
calcium in serum,32319-6,glucose mole volume serum plasma 30 minute post 75 g glucose po,glucose 30m post 75 g glucose po,serum plasma,substance concentration,mole volume,active,mmol l,0.20808834
calcium in serum,1530-5,glucose mass volume serum plasma 3 hour post 100 g glucose po,glucose 3h post 100 g glucose po,serum plasma,mass concentration,mass volume,active,mg dl,0.20895557
calcium in serum,14764-5,glucose mole volume serum plasma 3 hour post 100 g glucose po,glucose 3h post 100 g glucose po,serum plasma,substance concentration,mole volume,active,mmol l,0.21953818
calcium in serum,1533-9,glucose mass volume serum plasma 3 hour post 75 g glucose po,glucose 3h post 75 g glucose po,serum plasma,mass concentration,mass volume,active,mg dl,0.20752695
calcium in serum,6755-3,glucose presence urine test strip 3 hour post 75 g glucose po,glucose 3h post 75 g glucose po,urine,prthr,presence,active,,0.08477475
calcium in serum,32320-4,glucose mole volume serum plasma 3 hour post 75 g glucose po,glucose 3h post 75 g glucose po,serum plasma,substance concentration,mole volume,active,mmol l,0.20767683
calcium in serum,1534-7,glucose mass volume serum plasma 3 minute post 0 5 g kg glucose iv,glucose 3m post 0 5 g kg glucose iv,serum plasma,mass concentration,mass volume,active,mg dl,0.21155892
calcium in serum,10968-6,glucose presence urine test strip 4 5 hour post 75 g glucose po,glucose 4 5h post 75 g glucose po,urine,prthr,presence,active,,0.08558769
calcium in serum,1535-4,glucose mass volume serum plasma 40 minute post 0 5 g kg glucose iv,glucose 40m post 0 5 g kg glucose iv,serum plasma,mass concentration,mass volume,active,mg dl,0.21308266
calcium in serum,11143-5,glucose mass volume serum plasma 45 minute post 100 g glucose po,glucose 45m post 100 g glucose po,serum plasma,mass concentration,mass volume,active,mg dl,0.20319024
calcium in serum,55352-9,glucose mole volume serum plasma 45 minute post 75 g glucose po,glucose 45m post 75 g glucose po,serum plasma,substance concentration,mole volume,active,mmol l,0.21308321
calcium in serum,1537-0,glucose mass volume serum plasma 4 hour post 100 g glucose po,glucose 4h post 100 g glucose po,serum plasma,mass concentration,mass volume,active,mg dl,0.20634608
calcium in serum,1539-6,glucose mass volume serum plasma 4 hour post 75 g glucose po,glucose 4h post 75 g glucose po,serum plasma,mass concentration,mass volume,active,mg dl,0.20610757
calcium in serum,6757-9,glucose presence urine test strip 4 hour post 75 g glucose po,glucose 4h post 75 g glucose po,urine,prthr,presence,active,,0.083718404
calcium in serum,32321-2,glucose mole volume serum plasma 4 hour post 75 g glucose po,glucose 4h post 75 g glucose po,serum plasma,substance concentration,mole volume,active,mmol l,0.2070831
calcium in serum,9378-1,glucose mass volume serum plasma 5 5 hour post 100 g glucose po,glucose 5 5h post 100 g glucose po,serum plasma,mass concentration,mass volume,active,mg dl,0.20833996
calcium in serum,14137-4,glucose mass volume serum plasma 5 5 hour post 75 g glucose po,glucose 5 5h post 75 g glucose po,serum plasma,mass concentration,mass volume,active,mg dl,0.21317479
calcium in serum,1540-4,glucose mass volume serum plasma 5 hour post 100 g glucose po,glucose 5h post 100 g glucose po,serum plasma,mass concentration,mass volume,active,mg dl,0.20873994
calcium in serum,48810-6,glucose mass volume serum plasma 5 hour post 50 g glucose po,glucose 5h post 50 g glucose po,serum plasma,mass concentration,mass volume,active,mg dl,0.20898375
calcium in serum,1542-0,glucose mass volume serum plasma 5 hour post 75 g glucose po,glucose 5h post 75 g glucose po,serum plasma,mass concentration,mass volume,active,mg dl,0.20419064
calcium in serum,6758-7,glucose presence urine test strip 5 hour post 75 g glucose po,glucose 5h post 75 g glucose po,urine,prthr,presence,active,,0.08671379
calcium in serum,32322-0,glucose mole volume serum plasma 5 hour post 75 g glucose po,glucose 5h post 75 g glucose po,serum plasma,substance concentration,mole volume,active,mmol l,0.21053068
calcium in serum,1543-8,glucose mass volume serum plasma 5 minute post 0 5 g kg glucose iv,glucose 5m post 0 5 g kg glucose iv,serum plasma,mass concentration,mass volume,active,mg dl,0.21055438
calcium in serum,1544-6,glucose mass volume serum plasma 6 hour post 100 g glucose po,glucose 6h post 100 g glucose po,serum plasma,mass concentration,mass volume,active,mg dl,0.20510954
calcium in serum,6760-3,glucose mass volume serum plasma 6 hour post 75 g glucose po,glucose 6h post 75 g glucose po,serum plasma,mass concentration,mass volume,active,mg dl,0.20738453
calcium in serum,6759-5,glucose presence urine test strip 6 hour post 75 g glucose po,glucose 6h post 75 g glucose po,urine,prthr,presence,active,,0.08742451
calcium in serum,41897-0,glucose meter device vendor name,vendor device name,glucose meter device,id,,active,,0.060241506
calcium in serum,54486-6,glucose mass volume water,glucose,water,mass concentration,mass volume,active,g l,0.099352315
calcium in serum,2349-9,glucose presence urine,glucose,urine,prthr,presence,active,,0.08608913
calcium in serum,54487-4,glucose mole volume water,glucose,water,substance concentration,mole volume,active,mmol l,0.117051795
calcium in serum,43151-0,glucose meter device panel,glucose meter device panel,patient,,,active,,0.06342386
calcium in serum,41899-6,glucose meter device vendor serial number,vendor serial number,glucose meter device,id,,active,,0.061158672
calcium in serum,75864-9,hedis 2015 2018 value set glucose test,hedis 2015 2018 value set glucose test,patient,,,discouraged,,0.054554153
calcium in serum,90996-0,hedis 2019 2020 value set glucose test,hedis 2019 2020 value set glucose test,patient,,,discouraged,,0.05385186
calcium in serum,15076-3,glucose mole volume urine,glucose,urine,substance concentration,mole volume,active,mmol l,0.12624979
calcium in serum,6763-7,glucose presence urine test strip 1 5 hour post 75 g glucose po,glucose 1 5h post 75 g glucose po,urine,prthr,presence,active,,0.08511595
calcium in serum,1499-3,glucose mass volume serum plasma 1 hour post 0 5 g kg glucose iv,glucose 1h post 0 5 g kg glucose iv,serum plasma,mass concentration,mass volume,active,mg dl,0.21311131
calcium in serum,1501-6,glucose mass volume serum plasma 1 hour post 100 g glucose po,glucose 1h post 100 g glucose po,serum plasma,mass concentration,mass volume,active,mg dl,0.20216104
calcium in serum,14753-8,glucose mole volume serum plasma 1 hour post 100 g glucose po,glucose 1h post 100 g glucose po,serum plasma,substance concentration,mole volume,active,mmol l,0.21850325
calcium in serum,14754-6,glucose mole volume serum plasma 1 hour post 50 g glucose po,glucose 1h post 50 g glucose po,serum plasma,substance concentration,mole volume,active,mmol l,0.21989113
calcium in serum,1507-3,glucose mass volume serum plasma 1 hour post 75 g glucose po,glucose 1h post 75 g glucose po,serum plasma,mass concentration,mass volume,active,mg dl,0.20377056
calcium in serum,6748-8,glucose presence urine test strip 1 hour post 75 g glucose po,glucose 1h post 75 g glucose po,urine,prthr,presence,active,,0.082546994
calcium in serum,51597-3,glucose mole volume serum plasma 1 hour post 75 g glucose po,glucose 1h post 75 g glucose po,serum plasma,substance concentration,mole volume,active,mmol l,0.21283379
calcium in serum,1514-9,glucose mass volume serum plasma 2 hour post 100 g glucose po,glucose 2h post 100 g glucose po,serum plasma,mass concentration,mass volume,active,mg dl,0.2033953
calcium in serum,14757-9,glucose mole volume serum plasma 2 hour post 100 g glucose po,glucose 2h post 100 g glucose po,serum plasma,substance concentration,mole volume,active,mmol l,0.21832982
calcium in serum,41024-1,glucose mass volume serum plasma 2 hour post 50 g glucose po,glucose 2h post 50 g glucose po,serum plasma,mass concentration,mass volume,active,mg dl,0.20357661
calcium in serum,1518-0,glucose mass volume serum plasma 2 hour post 75 g glucose po,glucose 2h post 75 g glucose po,serum plasma,mass concentration,mass volume,active,mg dl,0.20249507
calcium in serum,14995-5,glucose mole volume serum plasma 2 hour post 75 g glucose po,glucose 2h post 75 g glucose po,serum plasma,substance concentration,mole volume,active,mmol l,0.21969332
calcium in serum,9377-3,glucose mass volume serum plasma 4 5 hour post 100 g glucose po,glucose 4 5h post 100 g glucose po,serum plasma,mass concentration,mass volume,active,mg dl,0.20714362
calcium in serum,6756-1,glucose mass volume serum plasma 4 5 hour post 75 g glucose po,glucose 4 5h post 75 g glucose po,serum plasma,mass concentration,mass volume,active,mg dl,0.20411943
calcium in serum,101652-6,somatotropin glucose post glucose stimulation panel serum plasma,somatotropin glucose post glucose stimulation panel,serum plasma,,,active,,0.17062953
calcium in serum,49689-3,glucose tolerance interpretation serum plasma narrative post 100 g glucose po,glucose tolerance post 100 g glucose po,serum plasma,imp,interpretation,active,,0.17777216
calcium in serum,49688-5,glucose tolerance interpretation serum plasma narrative post 75 g glucose po,glucose tolerance post 75 g glucose po,serum plasma,imp,interpretation,active,,0.1770937
calcium in serum,101308-5,glucose post arginine stimulation panel serum plasma,glucose post arginine stimulation panel,serum plasma,,,active,,0.16794454
calcium in serum,95102-0,glucose post fasting meal stimulation panel serum plasma,glucose post fasting meal stimulation panel,serum plasma,,,active,,0.16971318
calcium in serum,92820-0,glucose post glucagon stimulation panel serum plasma,glucose post glucagon stimulation panel,serum plasma,,,active,,0.17387846
calcium in serum,96077-3,hedis 2020 value set glucose test,hedis measurement year 2020 value set glucose test,patient,,,discouraged,,0.057934184
calcium in serum,16913-6,fasting glucose presence urine,glucose post cfst,urine,prthr,presence,active,,0.08098783
calcium in serum,95126-9,lipid glucose panel serum plasma,lipid glucose panel,serum plasma,,,active,,0.18356034
calcium in serum,45060-1,protein glucose panel urine test strip,protein glucose panel,urine,,,active,,0.08952877
calcium in serum,99504-3,glucose mass volume interstitial fluid,glucose,interstitial fluid,mass concentration,mass volume,active,mg dl,0.10997934
calcium in serum,53050-1,glucose mass volume total parental nutrition,glucose,tpn,mass concentration,mass volume,active,g l,0.08873288
calcium in serum,2350-7,glucose mass volume urine,glucose,urine,mass concentration,mass volume,active,mg dl,0.11552814
calcium in serum,35662-6,glucose mass volume urine collected unspecified duration,glucose,urine,mass concentration,mass volume,active,mg dl,0.10910589
calcium in serum,21307-4,glucose mass time 10 hour urine,glucose,urine,mrat,mass time,active,g 10 h,0.09918986
calcium in serum,58997-8,glucose mass time 18 hour urine,glucose,urine,mrat,mass time,active,mg 18 h,0.10405722
calcium in serum,18227-9,glucose mass time 6 hour urine,glucose,urine,mrat,mass time,active,g 6 h,0.10253688
calcium in serum,35212-0,glucose mass mole volume urine,glucose,urine,mass substance concentration,mass mole volume,discouraged,,0.10273987
calcium in serum,32174-5,glucose presence 24 hour urine,glucose,urine,prthr,presence,active,,0.07714469
calcium in serum,51595-7,glucose presence stool,glucose,stool,prthr,presence,active,,0.07211633
calcium in serum,74687-5,glucose mole volume 12 hour urine,glucose,urine,substance concentration,mole volume,active,mmol l,0.11642748
calcium in serum,53084-0,glucose mole volume nonbiological fluid,glucose,flu nonbiological,substance concentration,mole volume,active,mmol l,0.111536704
calcium in serum,105272-9,glucose mole volume interstitial fluid,glucose,interstitial fluid,substance concentration,mole volume,active,mmol l,0.12282866
calcium in serum,74351-8,glucose mole volume urine collected unspecified duration,glucose,urine,substance concentration,mole volume,active,mmol dl,0.11552116
